Station,month_ym,ndvi,evi,lst_celsius,et_mm,soil_moisture
Pulluthikuttai,2022-08,0.7129,0.4608,29.0055,26.507,0.2627
Rajapalayam (TN-MWS01),2022-08,0.4453,0.2487,40.9554,13.337,0.2394
Ramagudal,2022-08,0.5511,0.3656,32.6638,17.2482,0.2483
Ramanaickanpalayam,2022-08,0.613,0.3887,35.0295,16.3986,0.2603
Samuthiram_1,2022-08,0.5871,0.371,35.1228,18.6167,0.2586
Sanarpatti,2022-08,0.6159,0.4061,32.5445,18.9226,0.2589
Sandhiyur,2022-08,0.6496,0.4112,30.9511,18.3496,0.2559
Sendarapatti,2022-08,0.6452,0.4083,33.8938,17.9446,0.2539
Singipuram,2022-08,0.603,0.3827,35.8183,16.682,0.2611
Siruvachur,2022-08,0.599,0.3845,35.5973,16.3479,0.2779
Sitteri,2022-08,0.5529,0.3616,38.3738,15.3187,0.2484
Sukkampatti,2022-08,0.6917,0.4499,30.6979,21.5765,0.2632
Thekkampatti,2022-08,0.5792,0.3666,32.2271,18.5383,0.2638
Thuttampatti,2022-08,0.5747,0.3707,34.9438,17.9255,0.2596
Vaikundham sankari Salem Tamil Nadu,2022-08,0.5518,0.345,36.1993,18.5089,0.3104
Veerakal,2022-08,0.6142,0.4053,32.6444,19.3255,0.2614
Veppilaipatty,2022-08,0.6688,0.4309,31.8643,18.8946,0.2597
Amaram_1,2022-09,0.5074,0.3241,35.5547,18.2859,0.2694
Ammapet_1,2022-09,0.4333,0.3068,34.1072,19.3661,0.2535
Ariyampatti,2022-09,0.4336,0.3025,36.6152,17.8465,0.2603
Avaniperur Keelmugam,2022-09,0.4755,0.3089,36.207,18.7087,0.2534
Ayodhiyapattinam,2022-09,0.4735,0.3299,33.6707,19.0165,0.2572
Egapuram,2022-09,0.4608,0.3033,36.4759,18.6116,0.2555
Erumaipatti_1,2022-09,0.558,0.4,35.2334,18.6262,0.249
Erumaipatti_2,2022-09,0.5026,0.3488,35.6257,18.901,0.2536
Gundakkal,2022-09,0.5909,0.3893,32.7414,22.7169,0.2715
Hasthampati,2022-09,0.3537,0.2507,36.2923,17.964,0.2635
Hasthampatti,2022-09,0.384,0.2665,35.4641,18.6804,0.2636
Illupanatham_1,2022-09,0.4279,0.2958,37.869,16.4082,0.2409
Inam Bairoji,2022-09,0.5348,0.3685,34.9193,18.9601,0.2529
Kadambur,2022-09,0.4592,0.3019,34.997,17.4718,0.2429
Kullampatti,2022-09,0.4866,0.3201,34.7183,19.1284,0.2515
M.Chettipatti,2022-09,0.4318,0.3,35.3322,18.2452,0.2607
Manjakalpatti,2022-09,0.5625,0.4134,34.4554,18.6637,0.25
Mannarpalayam,2022-09,0.5309,0.3696,34.4696,18.7303,0.2577
Moolakadu,2022-09,0.3752,0.2519,30.455,22.9125,0.2456
Murungapatty,2022-09,0.487,0.3431,34.0072,20.1471,0.2587
Muthiyampatti,2022-09,0.4546,0.2919,37.4798,18.0486,0.2581
Nadupatty,2022-09,0.5735,0.3755,34.1244,21.5199,0.2679
Navapatti,2022-09,0.522,0.3902,28.3032,24.0555,0.2373
Pannavadi,2022-09,0.3479,0.2294,31.8537,21.1201,0.2381
Pappanaickanpatti,2022-09,0.5374,0.3703,29.2821,29.0881,0.2568
Periyakadampatty,2022-09,0.4323,0.299,35.5696,18.0887,0.2605
Pillukurichi,2022-09,0.4828,0.3268,32.7649,19.8757,0.2451
Pulluthikuttai,2022-09,0.5578,0.3861,31.2499,26.6237,0.257
Rajapalayam (TN-MWS01),2022-09,0.3981,0.2701,41.02,15.6902,0.2376
Ramagudal,2022-09,0.5221,0.3609,33.792,19.0193,0.2484
Ramanaickanpalayam,2022-09,0.4573,0.3186,35.1054,17.3385,0.2555
Samuthiram_1,2022-09,0.4532,0.2924,37.3396,18.0904,0.2585
Sanarpatti,2022-09,0.4688,0.3388,33.629,18.9459,0.2587
Sandhiyur,2022-09,0.5297,0.3853,33.5643,18.9512,0.254
Sendarapatti,2022-09,0.4474,0.2923,34.4418,17.935,0.2573
Singipuram,2022-09,0.5075,0.3571,35.4316,17.7504,0.2575
Siruvachur,2022-09,0.4547,0.3219,35.662,17.8923,0.2777
Sitteri,2022-09,0.4303,0.3034,37.4762,16.5983,0.2417
Sukkampatti,2022-09,0.5419,0.3622,32.3504,21.8112,0.2593
Thekkampatti,2022-09,0.4205,0.2853,34.2627,18.951,0.2629
Thuttampatti,2022-09,0.4428,0.2962,36.442,18.2589,0.2599
Vaikundham sankari Salem Tamil Nadu,2022-09,0.4805,0.3342,37.246,18.9519,0.3123
Veerakal,2022-09,0.4681,0.329,33.9848,19.0698,0.2609
Veppilaipatty,2022-09,0.555,0.3891,33.0014,19.5108,0.2591
Amaram_1,2022-10,0.6226,0.4437,30.2988,19.5885,0.2874
Ammapet_1,2022-10,0.5843,0.4042,30.0935,19.6522,0.271
Ariyampatti,2022-10,0.6199,0.4438,29.7712,18.984,0.2781
Avaniperur Keelmugam,2022-10,0.5489,0.367,32.1421,18.2863,0.2694
Ayodhiyapattinam,2022-10,0.6334,0.4454,30.2045,19.4443,0.2736
Egapuram,2022-10,0.5621,0.3905,30.1951,18.6904,0.2711
Erumaipatti_1,2022-10,0.5925,0.4102,31.2175,18.5593,0.2653
Erumaipatti_2,2022-10,0.5547,0.3801,31.7127,18.375,0.2691
Gundakkal,2022-10,0.6614,0.4583,30.0841,21.8746,0.2898
Hasthampati,2022-10,0.487,0.3396,31.033,18.605,0.2804
Hasthampatti,2022-10,0.5211,0.3707,30.4303,19.2182,0.2804
Illupanatham_1,2022-10,0.7041,0.5328,32.3603,20.4274,0.2515
Inam Bairoji,2022-10,0.6156,0.4326,30.8803,19.0422,0.2713
Kadambur,2022-10,0.709,0.5146,30.2004,20.8629,0.2537
Kullampatti,2022-10,0.5886,0.4026,30.2851,18.8437,0.2671
M.Chettipatti,2022-10,0.5997,0.4106,30.0515,18.9409,0.2779
Manjakalpatti,2022-10,0.5939,0.4117,30.3432,18.7165,0.2662
Mannarpalayam,2022-10,0.6712,0.4856,30.4823,20.0193,0.2712
Moolakadu,2022-10,0.4827,0.2778,27.5303,21.6653,0.26
Murungapatty,2022-10,0.6384,0.452,27.7165,20.0009,0.2754
Muthiyampatti,2022-10,0.593,0.4022,30.2921,18.7146,0.2749
Nadupatty,2022-10,0.6486,0.4425,31.2037,21.1707,0.2866
Navapatti,2022-10,0.6796,0.4749,27.1339,24.167,0.2514
Pannavadi,2022-10,0.4372,0.2344,28.7937,20.3526,0.254
Pappanaickanpatti,2022-10,0.763,0.5303,28.229,27.7988,0.2667
Periyakadampatty,2022-10,0.602,0.4152,29.8661,18.9218,0.278
Pillukurichi,2022-10,0.5873,0.4005,29.1294,19.2844,0.2593
Pulluthikuttai,2022-10,0.7611,0.5359,28.3582,26.4826,0.2689
Rajapalayam (TN-MWS01),2022-10,0.7143,0.5546,31.3987,20.7363,0.2516
Ramagudal,2022-10,0.5884,0.3951,29.8333,18.6543,0.263
Ramanaickanpalayam,2022-10,0.6695,0.4901,30.7877,19.7136,0.2657
Samuthiram_1,2022-10,0.5941,0.4049,29.7961,18.8009,0.2755
Sanarpatti,2022-10,0.6496,0.47,29.146,19.8146,0.2756
Sandhiyur,2022-10,0.6251,0.4476,30.2181,19.0972,0.2727
Sendarapatti,2022-10,0.7018,0.5029,30.2954,20.9752,0.2726
Singipuram,2022-10,0.651,0.4696,30.3417,19.4976,0.2701
Siruvachur,2022-10,0.6903,0.5168,32.1127,20.779,0.2879
Sitteri,2022-10,0.6714,0.5042,32.139,19.8835,0.2525
Sukkampatti,2022-10,0.6963,0.4963,28.3297,21.7551,0.2749
Thekkampatti,2022-10,0.5975,0.4102,29.9294,19.5508,0.2796
Thuttampatti,2022-10,0.5895,0.4117,29.7551,18.8332,0.2775
Vaikundham sankari Salem Tamil Nadu,2022-10,0.507,0.3495,32.6927,19.0079,0.2934
Veerakal,2022-10,0.6565,0.479,28.6518,20.0866,0.2781
Veppilaipatty,2022-10,0.6822,0.4842,29.2507,20.0769,0.2738
Amaram_1,2022-11,0.671,0.423,28.5722,20.2799,0.2819
Ammapet_1,2022-11,0.6005,0.3512,29.8769,19.4694,0.2648
Ariyampatti,2022-11,0.672,0.4301,29.5473,19.9879,0.2789
Avaniperur Keelmugam,2022-11,0.5738,0.3394,30.3916,19.094,0.2684
Ayodhiyapattinam,2022-11,0.6516,0.3878,30.0203,19.2553,0.269
Egapuram,2022-11,0.6149,0.3769,30.047,19.2491,0.27
Erumaipatti_1,2022-11,0.5937,0.3712,29.5986,18.5554,0.264
Erumaipatti_2,2022-11,0.5741,0.3485,30.2526,18.6671,0.2672
Gundakkal,2022-11,0.6771,0.4061,28.3765,21.581,0.2814
Hasthampati,2022-11,0.4974,0.3008,30.8541,18.3872,0.2748
Hasthampatti,2022-11,0.5412,0.3259,30.3702,18.8002,0.275
Illupanatham_1,2022-11,0.7074,0.4887,30.1127,20.4219,0.2663
Inam Bairoji,2022-11,0.6406,0.3868,30.3616,18.8269,0.2674
Kadambur,2022-11,0.6925,0.4633,28.6352,21.1988,0.2576
Kullampatti,2022-11,0.6313,0.3904,28.9365,19.8899,0.2661
M.Chettipatti,2022-11,0.6435,0.3873,29.0013,19.5363,0.2782
Manjakalpatti,2022-11,0.5923,0.3712,29.3242,18.6657,0.2639
Mannarpalayam,2022-11,0.6605,0.4162,29.8047,19.8351,0.2696
Moolakadu,2022-11,0.4904,0.2645,26.8971,21.519,0.2548
Murungapatty,2022-11,0.6748,0.4078,28.7901,19.8463,0.2741
Muthiyampatti,2022-11,0.6507,0.3933,29.8656,20.3407,0.2749
Nadupatty,2022-11,0.6682,0.3966,29.14,20.8499,0.2785
Navapatti,2022-11,0.6793,0.4104,25.8819,23.1523,0.2496
Pannavadi,2022-11,0.4053,0.2213,28.5017,20.5935,0.244
Pappanaickanpatti,2022-11,0.7948,0.4834,25.45,26.7232,0.2709
Periyakadampatty,2022-11,0.6491,0.3959,28.9493,19.6734,0.2786
Pillukurichi,2022-11,0.6138,0.3807,28.441,19.7438,0.2586
Pulluthikuttai,2022-11,0.7835,0.4731,26.3547,25.6704,0.2694
Rajapalayam (TN-MWS01),2022-11,0.6824,0.4837,29.8662,20.9104,0.2656
Ramagudal,2022-11,0.634,0.3997,28.788,19.8696,0.2616
Ramanaickanpalayam,2022-11,0.6675,0.444,30.0292,19.873,0.2677
Samuthiram_1,2022-11,0.6568,0.4,29.8388,20.3951,0.2756
Sanarpatti,2022-11,0.6708,0.4237,28.2944,19.8788,0.2759
Sandhiyur,2022-11,0.6421,0.3822,29.296,18.8264,0.2653
Sendarapatti,2022-11,0.6306,0.4206,28.8477,21.0321,0.2806
Singipuram,2022-11,0.6355,0.4036,30.0846,19.583,0.2694
Siruvachur,2022-11,0.6887,0.4454,29.7568,20.9483,0.3067
Sitteri,2022-11,0.6772,0.4524,30.5235,20.1557,0.2713
Sukkampatti,2022-11,0.7076,0.4331,28.8215,21.0843,0.2713
Thekkampatti,2022-11,0.616,0.3604,29.7124,19.0498,0.2762
Thuttampatti,2022-11,0.6438,0.3999,29.6495,19.4802,0.2781
Vaikundham sankari Salem Tamil Nadu,2022-11,0.61,0.3651,29.0347,20.1369,0.307
Veerakal,2022-11,0.6808,0.4296,27.9999,20.1489,0.2775
Veppilaipatty,2022-11,0.6855,0.4205,29.3555,19.8575,0.2713
Amaram_1,2022-12,0.6388,0.3755,30.2015,15.1882,0.2717
Ammapet_1,2022-12,0.5704,0.3041,29.7808,14.5259,0.255
Ariyampatti,2022-12,0.6039,0.3704,29.7927,15.1494,0.2692
Avaniperur Keelmugam,2022-12,0.6281,0.3504,30.0944,15.449,0.2599
Ayodhiyapattinam,2022-12,0.6319,0.335,29.148,14.4128,0.2594
Egapuram,2022-12,0.5822,0.3389,30.2993,14.9505,0.2601
Erumaipatti_1,2022-12,0.5458,0.3092,30.4054,14.1065,0.2533
Erumaipatti_2,2022-12,0.5889,0.33,30.565,14.4698,0.2571
Gundakkal,2022-12,0.6446,0.3407,29.2046,15.4209,0.2695
Hasthampati,2022-12,0.4691,0.2632,31.2683,13.8624,0.2648
Hasthampatti,2022-12,0.5165,0.285,30.6145,14.3469,0.2652
Illupanatham_1,2022-12,0.5989,0.3307,30.2633,15.1458,0.266
Inam Bairoji,2022-12,0.6298,0.3678,30.1621,14.8663,0.2554
Kadambur,2022-12,0.5909,0.3326,28.0602,16.0145,0.2533
Kullampatti,2022-12,0.6671,0.4001,28.5039,16.3497,0.2585
M.Chettipatti,2022-12,0.6132,0.3521,30.1739,14.7083,0.2682
Manjakalpatti,2022-12,0.5659,0.3173,30.3507,14.2532,0.2541
Mannarpalayam,2022-12,0.6171,0.3335,29.6337,14.9899,0.2618
Moolakadu,2022-12,0.4626,0.2269,27.1917,16.4535,0.245
Murungapatty,2022-12,0.6234,0.3612,29.9344,14.8696,0.2635
Muthiyampatti,2022-12,0.6506,0.3707,29.9256,15.5352,0.2651
Nadupatty,2022-12,0.6257,0.3332,29.7098,15.0009,0.2663
Navapatti,2022-12,0.6563,0.3743,26.31,18.4829,0.2416
Pannavadi,2022-12,0.3923,0.2022,28.1435,15.8397,0.233
Pappanaickanpatti,2022-12,0.7834,0.4238,25.7171,22.4783,0.2656
Periyakadampatty,2022-12,0.6157,0.3602,30.0463,14.8324,0.2687
Pillukurichi,2022-12,0.6321,0.3738,28.6116,16.2958,0.2506
Pulluthikuttai,2022-12,0.7907,0.3956,26.1111,20.6934,0.2627
Rajapalayam (TN-MWS01),2022-12,0.5634,0.3001,30.1473,15.1592,0.2647
Ramagudal,2022-12,0.6395,0.3814,29.3874,16.2575,0.255
Ramanaickanpalayam,2022-12,0.6398,0.3754,28.6248,15.7951,0.2625
Samuthiram_1,2022-12,0.6432,0.3689,29.909,15.5269,0.2658
Sanarpatti,2022-12,0.5838,0.3522,28.9681,15.0635,0.2669
Sandhiyur,2022-12,0.6071,0.3453,30.2098,14.4071,0.2532
Sendarapatti,2022-12,0.6386,0.3513,28.7882,16.1034,0.2709
Singipuram,2022-12,0.611,0.3395,30.1077,14.8875,0.2623
Siruvachur,2022-12,0.6174,0.3463,30.4371,16.1691,0.3062
Sitteri,2022-12,0.5666,0.3145,30.2241,15.0751,0.2722
Sukkampatti,2022-12,0.6989,0.3679,28.0342,16.195,0.2617
Thekkampatti,2022-12,0.5681,0.3182,29.7996,14.3246,0.266
Thuttampatti,2022-12,0.6,0.3584,30.333,14.7817,0.2683
Vaikundham sankari Salem Tamil Nadu,2022-12,0.6439,0.3728,28.9914,18.1376,0.2977
Veerakal,2022-12,0.6213,0.3694,28.3305,15.299,0.268
Veppilaipatty,2022-12,0.6148,0.3248,28.6956,15.024,0.2628
Amaram_1,2023-01,0.5348,0.2982,30.3344,9.1441,0.2031
Ammapet_1,2023-01,0.5044,0.2863,29.385,9.1284,0.186
Ariyampatti,2023-01,0.5604,0.3173,30.8734,9.3571,0.1973
Avaniperur Keelmugam,2023-01,0.5483,0.3165,30.5933,10.3885,0.1873
Ayodhiyapattinam,2023-01,0.5465,0.3162,29.4437,9.4244,0.1895
Egapuram,2023-01,0.5352,0.2949,31.1928,9.1458,0.1864
Erumaipatti_1,2023-01,0.4865,0.2627,31.4253,7.739,0.177
Erumaipatti_2,2023-01,0.5224,0.2897,31.2355,8.6712,0.1824
Gundakkal,2023-01,0.5796,0.3118,29.8351,10.5559,0.2018
Hasthampati,2023-01,0.4221,0.2486,30.5398,7.8357,0.1971
Hasthampatti,2023-01,0.4626,0.2723,30.0446,8.8932,0.1976
Illupanatham_1,2023-01,0.5076,0.2959,31.1812,8.0795,0.1899
Inam Bairoji,2023-01,0.5626,0.3127,30.7269,10.0059,0.1811
Kadambur,2023-01,0.585,0.3569,29.0696,9.9263,0.1799
Kullampatti,2023-01,0.5313,0.3242,29.4221,10.5302,0.1819
M.Chettipatti,2023-01,0.5593,0.3087,30.4268,8.9586,0.1965
Manjakalpatti,2023-01,0.4919,0.2695,30.7335,7.9174,0.1785
Mannarpalayam,2023-01,0.5495,0.3136,30.329,8.9088,0.1923
Moolakadu,2023-01,0.4299,0.2114,26.885,11.679,0.163
Murungapatty,2023-01,0.5726,0.3079,30.0414,9.4267,0.1917
Muthiyampatti,2023-01,0.5843,0.3274,30.4878,10.7071,0.1925
Nadupatty,2023-01,0.5584,0.3003,30.2078,9.7586,0.1969
Navapatti,2023-01,0.6326,0.3439,25.5615,14.8027,0.1632
Pannavadi,2023-01,0.3852,0.2005,28.5751,11.6822,0.1488
Pappanaickanpatti,2023-01,0.7253,0.3995,25.2604,18.1093,0.1932
Periyakadampatty,2023-01,0.5655,0.3134,30.3708,9.1301,0.1969
Pillukurichi,2023-01,0.5965,0.3576,29.1119,11.8518,0.1714
Pulluthikuttai,2023-01,0.7131,0.4001,26.2529,18.7555,0.1917
Rajapalayam (TN-MWS01),2023-01,0.498,0.278,30.265,7.6789,0.1925
Ramagudal,2023-01,0.5546,0.3308,29.1507,10.8766,0.1721
Ramanaickanpalayam,2023-01,0.5757,0.3385,30.6313,10.0335,0.1915
Samuthiram_1,2023-01,0.5784,0.322,30.6009,10.4488,0.1933
Sanarpatti,2023-01,0.5739,0.3195,29.3756,9.9644,0.1953
Sandhiyur,2023-01,0.5299,0.307,30.5211,8.7798,0.1798
Sendarapatti,2023-01,0.5919,0.3304,29.1737,10.7266,0.1892
Singipuram,2023-01,0.5407,0.3157,30.7359,8.7933,0.1924
Siruvachur,2023-01,0.5612,0.3284,30.6533,10.5586,0.2414
Sitteri,2023-01,0.4998,0.2912,31.1655,8.1701,0.1947
Sukkampatti,2023-01,0.6116,0.3585,28.1813,12.4915,0.191
Thekkampatti,2023-01,0.5223,0.2814,29.982,8.5467,0.1968
Thuttampatti,2023-01,0.5493,0.3053,31.0896,9.0526,0.1963
Vaikundham sankari Salem Tamil Nadu,2023-01,0.6396,0.3812,29.1621,15.8965,0.1975
Veerakal,2023-01,0.5812,0.3247,28.7735,9.964,0.1965
Veppilaipatty,2023-01,0.5774,0.3253,29.1765,9.5014,0.1936
Amaram_1,2023-02,0.3987,0.2481,35.4961,5.7952,0.1518
Ammapet_1,2023-02,0.4271,0.2543,33.0433,6.8921,0.1378
Ariyampatti,2023-02,0.4138,0.2553,35.6907,6.1142,0.1443
Avaniperur Keelmugam,2023-02,0.4104,0.2619,35.7755,6.1597,0.138
Ayodhiyapattinam,2023-02,0.4527,0.2705,33.8126,7.0234,0.1394
Egapuram,2023-02,0.4049,0.2577,35.171,6.1372,0.1369
Erumaipatti_1,2023-02,0.3696,0.2331,35.8021,5.2471,0.129
Erumaipatti_2,2023-02,0.3973,0.2523,35.8111,5.82,0.1341
Gundakkal,2023-02,0.4427,0.2508,34.12,6.8716,0.1507
Hasthampati,2023-02,0.3638,0.2282,33.6028,6.0688,0.1467
Hasthampatti,2023-02,0.3958,0.2461,33.2348,6.7121,0.1471
Illupanatham_1,2023-02,0.4966,0.3123,33.99,7.4502,0.1578
Inam Bairoji,2023-02,0.4733,0.2993,33.6503,7.935,0.1329
Kadambur,2023-02,0.4932,0.2853,32.9944,7.2718,0.1433
Kullampatti,2023-02,0.4015,0.2641,34.3996,6.0201,0.1344
M.Chettipatti,2023-02,0.4441,0.277,34.2404,6.6474,0.144
Manjakalpatti,2023-02,0.3718,0.235,35.1295,5.2438,0.1311
Mannarpalayam,2023-02,0.4684,0.2735,34.5694,7.2401,0.1465
Moolakadu,2023-02,0.3167,0.1808,30.7385,8.2247,0.1198
Murungapatty,2023-02,0.4433,0.2648,33.7961,6.6658,0.1412
Muthiyampatti,2023-02,0.4337,0.2715,35.4237,6.636,0.141
Nadupatty,2023-02,0.4369,0.2568,34.3573,6.6919,0.1462
Navapatti,2023-02,0.5146,0.2888,29.7316,10.5429,0.1193
Pannavadi,2023-02,0.2881,0.1737,32.6373,7.7666,0.109
Pappanaickanpatti,2023-02,0.6167,0.3285,31.262,13.2677,0.1502
Periyakadampatty,2023-02,0.4443,0.2781,34.3363,6.6819,0.1442
Pillukurichi,2023-02,0.4406,0.2909,33.1773,7.1296,0.1262
Pulluthikuttai,2023-02,0.5886,0.3198,31.0025,12.3686,0.1457
Rajapalayam (TN-MWS01),2023-02,0.4605,0.3019,34.35,6.6232,0.1638
Ramagudal,2023-02,0.4315,0.2767,33.4525,6.3479,0.1257
Ramanaickanpalayam,2023-02,0.4947,0.3001,34.0786,7.5203,0.1484
Samuthiram_1,2023-02,0.4291,0.2669,35.3845,6.5835,0.1416
Sanarpatti,2023-02,0.4484,0.2704,33.9098,6.82,0.1428
Sandhiyur,2023-02,0.4299,0.2649,33.732,6.4166,0.1316
Sendarapatti,2023-02,0.5076,0.2916,33.3526,8.3814,0.1447
Singipuram,2023-02,0.465,0.2792,34.9652,7.3109,0.1466
Siruvachur,2023-02,0.5446,0.3429,33.3754,9.8367,0.2027
Sitteri,2023-02,0.4779,0.2981,33.9213,7.1934,0.1612
Sukkampatti,2023-02,0.501,0.2952,32.7322,8.6284,0.1402
Thekkampatti,2023-02,0.4341,0.2594,33.2258,6.7848,0.146
Thuttampatti,2023-02,0.4227,0.2582,34.9152,6.2718,0.1436
Vaikundham sankari Salem Tamil Nadu,2023-02,0.5492,0.3631,33.0411,12.5998,0.1463
Veerakal,2023-02,0.4642,0.2801,33.6193,7.1279,0.1442
Veppilaipatty,2023-02,0.4902,0.2775,33.2776,7.4657,0.1471
Amaram_1,2023-03,0.4018,0.243,37.9044,5.6393,0.1433
Ammapet_1,2023-03,0.4502,0.2656,35.3838,6.4429,0.1331
Ariyampatti,2023-03,0.4125,0.2489,38.1618,5.3986,0.1374
Avaniperur Keelmugam,2023-03,0.382,0.229,38.1659,4.5188,0.1332
Ayodhiyapattinam,2023-03,0.4803,0.2817,35.5221,6.7093,0.135
Egapuram,2023-03,0.4045,0.2442,38.2692,5.462,0.1344
Erumaipatti_1,2023-03,0.4069,0.2529,36.8338,5.036,0.1215
Erumaipatti_2,2023-03,0.4057,0.2476,37.7912,5.1078,0.1311
Gundakkal,2023-03,0.4624,0.27,35.9418,7.1799,0.1441
Hasthampati,2023-03,0.3809,0.2351,36.5505,5.6776,0.1405
Hasthampatti,2023-03,0.4167,0.2541,35.965,6.4174,0.1405
Illupanatham_1,2023-03,0.5395,0.344,35.4217,10.4287,0.1352
Inam Bairoji,2023-03,0.4837,0.2802,36.6697,6.9184,0.1318
Kadambur,2023-03,0.4904,0.3021,34.6722,8.8151,0.1358
Kullampatti,2023-03,0.4165,0.2452,36.6398,5.3018,0.1295
M.Chettipatti,2023-03,0.4485,0.2728,37.0945,6.2478,0.138
Manjakalpatti,2023-03,0.4088,0.2552,36.0582,5.0529,0.125
Mannarpalayam,2023-03,0.4908,0.3108,35.2212,7.6213,0.1414
Moolakadu,2023-03,0.3332,0.194,32.3818,7.9232,0.1231
Murungapatty,2023-03,0.4376,0.2661,36.6155,5.9824,0.1377
Muthiyampatti,2023-03,0.4039,0.2354,38.4608,5.0679,0.1361
Nadupatty,2023-03,0.4675,0.2757,36.0381,7.2065,0.1411
Navapatti,2023-03,0.5156,0.3016,32.0491,10.0163,0.1205
Pannavadi,2023-03,0.2864,0.1697,34.8636,6.7492,0.1147
Pappanaickanpatti,2023-03,0.5922,0.3387,31.1589,12.6911,0.1455
Periyakadampatty,2023-03,0.4425,0.2701,37.3196,6.1443,0.1377
Pillukurichi,2023-03,0.4425,0.2613,36.1583,6.4316,0.1256
Pulluthikuttai,2023-03,0.5305,0.3129,31.9497,9.9885,0.141
Rajapalayam (TN-MWS01),2023-03,0.4371,0.2823,36.8829,7.4662,0.1382
Ramagudal,2023-03,0.4378,0.2567,35.9801,6.0086,0.1225
Ramanaickanpalayam,2023-03,0.515,0.3122,35.6671,9.2806,0.1415
Samuthiram_1,2023-03,0.406,0.2373,38.4555,5.1698,0.1363
Sanarpatti,2023-03,0.4498,0.2754,36.0372,6.4334,0.1367
Sandhiyur,2023-03,0.4643,0.2772,36.0158,6.2855,0.1327
Sendarapatti,2023-03,0.4954,0.2822,34.9966,9.047,0.138
Singipuram,2023-03,0.4928,0.3144,35.77,7.9178,0.1412
Siruvachur,2023-03,0.5304,0.3232,35.3627,10.4561,0.1785
Sitteri,2023-03,0.5037,0.3203,35.8087,9.3862,0.1357
Sukkampatti,2023-03,0.52,0.3123,33.9654,8.2753,0.1361
Thekkampatti,2023-03,0.4621,0.2768,35.2449,6.8173,0.1404
Thuttampatti,2023-03,0.4179,0.2574,38.2041,5.5526,0.1371
Vaikundham sankari Salem Tamil Nadu,2023-03,0.4788,0.3248,36.1181,9.0776,0.1381
Veerakal,2023-03,0.469,0.2805,35.4787,7.0607,0.1378
Veppilaipatty,2023-03,0.4932,0.3041,34.1941,7.5909,0.1434
Amaram_1,2023-04,0.4158,0.2366,40.5133,5.0755,0.1328
Ammapet_1,2023-04,0.4787,0.2739,36.7779,6.5003,0.1227
Ariyampatti,2023-04,0.4055,0.2287,40.8903,4.6519,0.1261
Avaniperur Keelmugam,2023-04,0.4018,0.222,40.1732,4.3949,0.127
Ayodhiyapattinam,2023-04,0.5123,0.2956,37.0624,6.6585,0.1235
Egapuram,2023-04,0.4095,0.2323,41.1972,4.62,0.1275
Erumaipatti_1,2023-04,0.4729,0.287,37.5216,5.8027,0.1223
Erumaipatti_2,2023-04,0.4303,0.2532,39.657,4.9899,0.1264
Gundakkal,2023-04,0.4992,0.2716,37.5878,6.5781,0.1353
Hasthampati,2023-04,0.3964,0.2349,38.3101,5.2956,0.1304
Hasthampatti,2023-04,0.4352,0.2583,37.8183,6.1615,0.1301
Illupanatham_1,2023-04,0.5125,0.3089,39.6631,7.7134,0.1198
Inam Bairoji,2023-04,0.4764,0.2686,38.6077,6.1522,0.1259
Kadambur,2023-04,0.4815,0.2642,38.6885,6.9989,0.1217
Kullampatti,2023-04,0.4674,0.2711,37.8963,5.9269,0.1264
M.Chettipatti,2023-04,0.4388,0.2499,39.6087,5.4104,0.1269
Manjakalpatti,2023-04,0.4711,0.2895,37.1048,5.8708,0.1242
Mannarpalayam,2023-04,0.4801,0.2781,37.8981,6.2769,0.1242
Moolakadu,2023-04,0.3495,0.2013,34.2244,7.2272,0.1157
Murungapatty,2023-04,0.4381,0.2417,38.9981,5.4415,0.1282
Muthiyampatti,2023-04,0.4006,0.2174,40.7597,4.2629,0.1267
Nadupatty,2023-04,0.5044,0.2831,37.5843,6.9742,0.1329
Navapatti,2023-04,0.5107,0.2984,33.8056,8.4572,0.1131
Pannavadi,2023-04,0.2612,0.1582,37.4706,5.5975,0.1092
Pappanaickanpatti,2023-04,0.6586,0.364,33.3395,12.3814,0.1285
Periyakadampatty,2023-04,0.4304,0.2455,39.9526,5.2353,0.1265
Pillukurichi,2023-04,0.464,0.2652,37.5616,6.3806,0.12
Pulluthikuttai,2023-04,0.5154,0.2593,34.76,7.1341,0.1247
Rajapalayam (TN-MWS01),2023-04,0.4138,0.2419,42.3516,5.467,0.125
Ramagudal,2023-04,0.4768,0.2842,37.0992,6.245,0.1243
Ramanaickanpalayam,2023-04,0.5047,0.3053,38.2877,7.8297,0.1242
Samuthiram_1,2023-04,0.4014,0.2189,40.8477,4.3212,0.1266
Sanarpatti,2023-04,0.4415,0.2555,38.2873,5.858,0.1256
Sandhiyur,2023-04,0.493,0.2842,37.5139,6.0524,0.1261
Sendarapatti,2023-04,0.5137,0.2855,37.2533,7.8682,0.1285
Singipuram,2023-04,0.475,0.2826,38.786,6.3764,0.1242
Siruvachur,2023-04,0.5013,0.2847,38.2199,7.1831,0.1554
Sitteri,2023-04,0.491,0.2912,39.0068,7.023,0.1196
Sukkampatti,2023-04,0.5601,0.313,35.7899,7.7385,0.124
Thekkampatti,2023-04,0.4791,0.2756,37.2705,6.3595,0.1301
